dataset,rows,features,task,model_name,test_score,test_accuracy,hyperparameters
teaching,151,5,CLASSIFICATION,snn_teaching,2.0471036434173584,0.3913043439388275,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
thyroid,7200,21,CLASSIFICATION,snn_thyroid,0.07113762240580937,0.9824074078489232,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
tic-tac-toe,958,9,CLASSIFICATION,snn_tic-tac-toe,0.13401360975371468,0.9791666666666666,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
titanic,2201,3,CLASSIFICATION,snn_titanic,0.5685580215695402,0.7462235649546828,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
trains,10,29,CLASSIFICATION,snn_trains,0.18757304549217224,1.0,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
twonorm,7400,20,CLASSIFICATION,snn_twonorm,0.2176837907986598,0.9666666663444794,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
vertebral-column-2clases,310,6,CLASSIFICATION,snn_vertebral-column-2clases,0.19515535235404968,0.9148936271667479,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
vertebral-column-3clases,310,6,CLASSIFICATION,snn_vertebral-column-3clases,1.0814226865768433,0.1702127605676651,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
wall-following,5456,24,CLASSIFICATION,snn_wall-following,1.3862943649291992,0.3760683767597609,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
waveform-noise,5000,40,CLASSIFICATION,snn_waveform-noise,0.3257510862350464,0.8533333315849304,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
waveform,5000,21,CLASSIFICATION,snn_waveform,0.33331205479303994,0.8613333325386048,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
wine-quality-red,1599,11,CLASSIFICATION,snn_wine-quality-red,1.538549240430196,0.6083333333333333,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
wine-quality-white,4898,11,CLASSIFICATION,snn_wine-quality-white,2.3976544678616687,0.6462585038068344,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
wine,178,13,CLASSIFICATION,snn_wine,0.13863711059093475,0.92592591047287,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
yeast,1484,8,CLASSIFICATION,snn_yeast,1.7141941523872684,0.6053811677902803,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
zoo,101,16,CLASSIFICATION,snn_zoo,0.4346965551376343,0.75,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
